,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
15721,9482978,804,UKR72065,72065,2022-09-09,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Stukalivka,51.2093,34.2886,2,Ministry of Defence of Ukraine,Other,"On 9 September 2022, Russian forces shelled near Stukalivka, Sumy. Casualties unknown.",0,1663096257,UKR
15725,9483495,804,UKR72083,72083,2022-09-09,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Yunakivska,Yunakivka,51.1213,35.0342,2,Suspilne Media,National,"On 9 September 2022, Russian forces shelled near Yunakivka, Sumy. Casualties unknown.",0,1663096258,UKR
15726,9483502,804,UKR72037,72037,2022-09-09,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Konotopskyi,Novoslobidska,Novoslobidske,51.3617,33.9367,2,Suspilne Media,National,"On 9 September 2022, Russian forces shelled near Novoslobidske, Sumy. Casualties unknown.",0,1663096258,UKR
15727,9483543,804,UKR72007,72007,2022-09-09,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.1483,34.3008,2,Suspilne Media,National,"On 9 September 2022, Russian forces shelled near Bilopillia, Sumy. Casualties unknown.",0,1663096258,UKR
15825,9480570,804,UKR71963,71963,2022-09-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Senkivka,52.089,31.7781,2,Ministry of Defence of Ukraine,Other,"On 8 September 2022, Russian forces shelled the area of Senkivka, Chernihiv. Casualties unknown.",0,1663096250,UKR
15888,9482659,804,UKR71977,71977,2022-09-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Ulanove,51.7554,34.3011,2,Ministry of Defence of Ukraine,Other,"On 8 September 2022, Russian forces shelled the area of Ulanove, Sumy. Casualties unknown.",0,1663096256,UKR
15907,9483187,804,UKR71903,71903,2022-09-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Bachivsk,51.845,34.2775,2,Novoye Vremya Ukraine,National,"On 8 September 2022, Russian forces shelled near Bachivsk, Sumy. Casualties unknown.",0,1663096258,UKR
15908,9483199,804,UKR72000,72000,2022-09-08,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Znob-Novhorodske,52.2629,33.6016,2,Novoye Vremya Ukraine,National,"On 8 September 2022, Russian forces shelled the Znob-Novhorodska hromada (coded to Znob-Novhorodske, Sumy). Casualties unknown.",0,1663096258,UKR
15910,9483213,804,UKR72001,72001,2022-09-08,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,,,0,30,Europe,Ukraine,Sumy,Shostkynskyi,Shostkynska,Shostka,51.863,33.4698,2,Novoye Vremya Ukraine,National,"On 8 September 2022, a car was blown up by a mine in the Shostkynskyi district (coded to Shostka, Sumy). Casualties unknown. It is unknown who planted the device.",0,1663096258,UKR
15928,9493891,804,UKR71942,71942,2022-09-08,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Novofedorivka Communal Militia (Ukraine),,4,,,0,40,Europe,Ukraine,Crimea,Yevpatoriiskyi,Novofedorivska,Novofedorivka,45.0947,33.5721,1,24 Channel,National,"On 8 September 2022, explosions were heard in Novofedorivka, Crimea, likely as a result of Ukrainian partisan activity. Casualties unknown.",0,1663706908,UKR
15954,9505652,804,UKR71516,71516,2022-09-08,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,Frunze Communal Militia (Ukraine),,4,,,0,40,Europe,Ukraine,Crimea,Yevpatoriiskyi,Frunzenska,Frunze,45.0266,33.625,1,24 Channel,National,"On 8 September 2022, explosions were heard in Frunze, Crimea, likely as a result of Ukrainian partisan activity. Casualties unknown.",0,1664312069,UKR
15991,9480463,804,UKR71779,71779,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Bleshnya,52.1266,32.3454,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Bleshnya, Chernihiv region. Casualties unknown.",0,1663096250,UKR
15994,9480569,804,UKR71854,71854,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Senkivka,52.089,31.7781,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Senkivka, Chernihiv region. Casualties unknown.",0,1663096250,UKR
16014,9480895,804,UKR71795,71795,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Hai,52.3039,33.2837,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Hai, Chernihiv region, with mortars. Casualties unknown.",0,1663096251,UKR
16039,9481472,804,UKR71799,71799,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Khodyne,51.5283,34.223,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Khodyne, Sumy region. Casualties unknown.",0,1663096253,UKR
16092,9482717,804,UKR71883,71883,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Volfyne,51.243,34.4629,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Volfyne, Sumy region, with mortars. Casualties unknown.",0,1663096256,UKR
16095,9482744,804,UKR71846,71846,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Porokhon,52.1226,34.0737,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Porokhon, Sumy region. Casualties unknown.",0,1663096256,UKR
16101,9482902,804,UKR71819,71819,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Mykolaivska,Mykolaivka,50.9395,34.3729,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Mykolaivka, Sumy region. Casualties unknown.",0,1663096257,UKR
16107,9483009,804,UKR71814,71814,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Konotopskyi,Novoslobidska,Manukhivka,51.2523,34.1575,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Manukhivka, Sumy region, with mortars. Casualties unknown.",0,1663096257,UKR
16109,9483016,804,UKR71864,71864,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Stukalivka,51.2093,34.2886,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Stukalivka, Sumy region, with mortars. Casualties unknown.",0,1663096257,UKR
16110,9483032,804,UKR71885,71885,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Vovkivka,51.52,34.2598,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Vovkivka, Sumy region. Casualties unknown.",0,1663096257,UKR
16111,9483036,804,UKR71831,71831,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Novovasylivka,52.3279,33.4544,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Novovasylivka, Sumy region. Casualties unknown.",0,1663096257,UKR
16112,9483053,804,UKR71895,71895,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Konotopskyi,Novoslobidska,Yurieve,51.2903,34.094,2,Ministry of Defence of Ukraine,Other,"On 7 September 2022, Russian forces shelled near Yurieve, Sumy region. Casualties unknown.",0,1663096257,UKR
16128,9483438,804,UKR71898,71898,2022-09-07,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Znob-Novhorodske,52.2629,33.6016,2,Suspilne Media,National,"On 7 September 2022, Russian forces shelled Znob-Novhorodske community (coded to Znob-Novhorodsle, Sumy region) with automatic grenade launcher. Casualties unknown.",0,1663096258,UKR
16172,9480541,804,UKR71331,71331,2022-09-06,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Khrinivka,52.0752,31.8412,1,Ministry of Defence of Ukraine,Other,"On 6 September 2022, Russian forces shelled Khrinivka, Chernihiv, with IFVs, tanks and artillery. Casualties unknown.",0,1663096250,UKR
16273,9482971,804,UKR71343,71343,2022-09-06,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Nova Huta,52.2723,33.8472,1,Ministry of Defence of Ukraine,Other,"On 6 September 2022, Russian forces shelled Nova Huta, Sumy, with IFVs, tanks and artillery. Casualties unknown.",0,1663096257,UKR
16315,9480501,804,UKR71289,71289,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Mykhalchyna-Sloboda,52.3128,33.2108,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled civilian and military infrastructure in Mykhalchyna-Sloboda, Chernihiv. Casualties unknown.",0,1663096250,UKR
16316,9480504,804,UKR71264,71264,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Bachivsk,51.845,34.2775,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled civilian and military infrastructure in Bachivsk, Sumy. Casualties unknown.",0,1663096250,UKR
16317,9480508,804,UKR71291,71291,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Chernihiv,Nizhynskyi,Borznianska,Mykolaivka,51.2206,32.5717,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled civilian and military infrastructure in Mykolaivka, Chernihiv. Casualties unknown.",0,1663096250,UKR
16321,9480577,804,UKR71323,71323,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Yanzhulivka,52.2935,32.56,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled civilian and military infrastructure in Yanzhulivka, Chernihiv. Casualties unknown.",0,1663096250,UKR
16339,9481262,804,UKR71275,71275,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Hasychivka,52.0145,31.7783,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled civilian and military infrastructure in Hasychivka, Chernihiv. Casualties unknown.",0,1663096252,UKR
16380,9482246,804,UKR71460,71460,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Mykolaiv,Voznesenskyi,Oleksandpivska,Oleksandrivka,47.6895,31.2785,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled Oleksandrivka, Mykolaiv. Casualties unknown.",0,1663096255,UKR
16384,9482492,804,UKR71681,71681,2022-09-05,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,Europe,Ukraine,Mykolaiv,Voznesenskyi,Voznesenskaya,Voznesensk,47.585,31.3321,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces launched an airstrike at Voznesensk, Mykolaiv, hitting civilian infrastructure. Casualties unknown.",0,1663096256,UKR
16387,9482603,804,UKR71292,71292,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Nova Huta,52.2723,33.8472,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled civilian and military infrastructure in Nova Huta, Sumy. Casualties unknown.",0,1663096256,UKR
16388,9482613,804,UKR71297,71297,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Novovasylivka,52.3279,33.4544,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled civilian and military infrastructure in Novovasylivka, Sumy. Casualties unknown.",0,1663096256,UKR
16389,9482629,804,UKR71309,71309,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.0364,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled civilian and military infrastructure in Seredyna-Buda, Sumy. Casualties unknown.",0,1663096256,UKR
16397,9482943,804,UKR71313,71313,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Smolyne,51.8695,34.1413,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled civilian and military infrastructure in Smolyne, Sumy. Casualties unknown.",0,1663096257,UKR
16399,9482993,804,UKR71324,71324,2022-09-05,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Sumy,Sumskyi,Mykolaivska,Yastrubyne,51.143,34.6287,1,Ministry of Defence of Ukraine,Other,"On 5 September 2022, Russian forces shelled civilian and military infrastructure in Yastrubyne, Sumy. Casualties unknown.",0,1663096257,UKR
16435,9479096,804,UKR71376,71376,2022-09-04,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Mykolaiv,Voznesenskyi,Voznesenskaya,Voznesensk,47.585,31.3321,2,24 Channel; Ministry of Defence of Ukraine,Other-National,"On 4 September 2022, Russian forces carried out air strikes and launched 'Kalibr' missiles at positions of military forces of Ukraine near Voznesensk, Mykolaiv. Civilian infrastructure was also damaged. Casualties unknown.",0,1663096246,UKR
16550,9483453,804,UKR71600,71600,2022-09-04,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Snovsk,51.8186,31.945,2,Suspilne Media,National,"On 4 September 2022, Russian forces shelled near Snovsk, Chernihiv. No casualties.",0,1663096258,UKR
16552,9483503,804,UKR71593,71593,2022-09-04,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Horodnia,51.8914,31.5957,2,Suspilne Media,National,"On 4 September 2022, Russian forces shelled near Horodnia, Chernihiv. No casualties.",0,1663096258,UKR
16610,9480568,804,UKR71648,71648,2022-09-03,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Senkivka,52.089,31.7781,2,Ministry of Defence of Ukraine,Other,"On 3 September 2022, Russian forces shelled near Senkivka, Chernihiv. Casualties unknown.",0,1663096250,UKR
16679,9503944,804,UKR73139,73139,2022-09-03,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,Europe,Ukraine,Mykolaiv,Voznesenskyi,Voznesenskaya,Voznesensk,47.585,31.3321,1,Institute for the Study of War,Other,"On 3 September 2022, Russian forces shelled a Ukrainian ammunition depot in Voznesensk, Mykolaiv region. Casualties unknown.",0,1664300890,UKR
16718,9480557,804,UKR71142,71142,2022-09-02,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Ripkynska,Pushkari,51.693,30.9431,2,Ministry of Defence of Ukraine,Other,"On 2 September 2022, Russian forces shelled near Pushkari, Chernihiv. Casualties unknown.",0,1663096250,UKR
16723,9480688,804,UKR71147,71147,2022-09-02,2022,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Senkivka,52.089,31.7781,2,Ministry of Defence of Ukraine,Other,"On 2 September 2022, Russian forces shelled near Senkivka, Chernihiv. Casualties unknown.",0,1663096251,UKR
